title,link,dc_date,description
"SilverTail Systems Leader in Security- Sr QA Dev Eng (menlo park)","http://sfbay.craigslist.org/pen/sof/3277680241.html",2012-09-17T17:01:48Z,"Consider this. 
Silver Tail Systems was founded by a team of fraud-prevention experts who also built anti-fraud and anti-phishing tools at eBay and PayPal We are leading the way in the rapidly expanding market of Internet Security and behavior based  [...]"
"Sr. Software QA Engineer (financial district)","http://sfbay.craigslist.org/sfc/sof/3277749463.html",2012-09-17T17:26:42Z,"Full time salaried job with stock and benefits 
JOB DESCRIPTION 
XOOM is looking for an experienced Senior QA Engineer to work closely with our engineering and product teams. 
You will have a solid technical background with a focus on quality, testin [...]"
"Senior Software Engineer - Test (santa clara)","http://sfbay.craigslist.org/sby/sof/3278104043.html",2012-09-17T19:34:29Z,"Senior Software Engineer - Test 
Job Label: &nbsp;DEXOI-CORP-SRQAENGx-SCL-A 
For the Software Quality Assurance Engineer who has established themselves in the field, this is an ideal time to join Dex One! Work in a fast pace, collaborative atmosphere [...]"
"Senior Software Engineer in Test (SET) - San Francisco or Seattle (financial district)","http://sfbay.craigslist.org/sfc/sof/3278100359.html",2012-09-17T19:33:06Z,"What do AOL, Photobox, TheLadders, iOffer.com and many data-rich organizations have in common? They use Clustrix, a relational distributed database system that takes away the constraints of traditional databases without the pain of a sharding and a r [...]"
"Quality Analyst JOB, Preparation/Certification & Placement  (fremont / union city / newark)","http://sfbay.craigslist.org/eby/sof/3278220883.html",2012-09-17T20:19:01Z,"Quality Analyst Preparation/Certification & Placement by a Certified Quality Analyst, 
Jobs for the candidates who want to work for us as a Quality Analyst after getting trained, as we very urgently require Quality Analysts for our direct clients. 
C [...]"
"QA Engineer -- Web Applications (Emeryville, CA)","http://sfbay.craigslist.org/sfc/sof/3278367336.html",2012-09-17T21:17:35Z,"Aspera's unwavering mission is to create the next-generation software technologies that move the world's data at maximum speed, regardless of file size, transfer distance and network conditions. Founded in 2004 and experiencing remarkable growth, Asp [...]"
"QA Engineers Wanted (financial district)","http://sfbay.craigslist.org/sfc/sof/3278512555.html",2012-09-17T22:19:17Z,"Credit Karma is a successful financial services start-up located in the Financial District of SF, and we just hit 8 million users! With all of 
this growth, we're looking for quality engineers to find and destroy bugs. You'll get involved early in th [...]"
"QA Automation Lead for growing start-up in SOMA (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3278543727.html",2012-09-17T22:33:16Z,"Well-funded, profitable marketing/advertising start-up located in San Francisco Metro looking for a QA Lead to work for a leading technology media company. Looking for a talented QA Engineer to be a part of a smart, fun and fast environment with a be [...]"
"Quality Assurance Manager (mountain view)","http://sfbay.craigslist.org/sby/sof/3278715988.html",2012-09-17T23:52:47Z,"Quality Assurance Manager 
We are an ISO 9001 and 13485 certified precision manufacturing company in the Silicon Valley. We are searching for highly skilled and motivated employees to work for a busy, fast paced, high production shop. 
Requirements:  [...]"
"Senior Software Engineer In Test at Practice Fusion (downtown / civic / van ness)","http://sfbay.craigslist.org/sfc/sof/3278706652.html",2012-09-17T23:48:34Z,"About the Company: 
Practice Fusion is a SaaS solutions platform providing electronic medical records, practice management, administrative, social media, interoperability and data services for physicians and the broader healthcare industry. Practice  [...]"
"Software Engineer in Test - at Practice Fusion (Downtown by Union Square)","http://sfbay.craigslist.org/sfc/sof/3278702482.html",2012-09-17T23:46:35Z,"About the Company Practice Fusion is a SaaS solutions platform providing electronic medical records, practice management, administrative, social media, interoperability and data services for physicians and the broader healthcare industry. Practice Fu [...]"
"Senior QA Engineer (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3279268599.html",2012-09-18T06:53:44Z,"About Equinix Equinix, Inc. (Nasdaq: EQIX) operates International Business Exchange (IBX) data centers offering businesses a place to reliably run their operations and securely exchange critical information in North America, Europe and Asia-Pacific.  [...]"
"Contract to Hire QA at Raptr (mountain view)","http://sfbay.craigslist.org/sby/sof/3280087672.html",2012-09-18T17:19:29Z,"Raptr is looking for a Contract to Hire Website QA tester to help test and maintain the awesome Raptr website! 
Do you love video games? Do you think game stats are cool? Are you a detail oriented person who has an innate feel for websites, user expe [...]"
"Mobile QA Tester - for AppRedeem (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3280203527.html",2012-09-18T18:01:19Z,"Company Overview 
------------------ 
90% of the App Store's 100 Top Grossing developers use our platform to drive loyal, paying users. 
AppRedeem is the industry recognized leader in driving high quality app installs and user engagement through our  [...]"
"Indonesian and Malaysian Software Testers (cupertino)","http://sfbay.craigslist.org/sby/sof/3280437389.html",2012-09-18T19:29:05Z,"Native Indonesian and Malaysian Software testers 
Short term assignment in September/October in Cupertino. 
Testers would be recording any errors they see in the manner directed by the client (such as a screen shot). They would not be noting issues 
 [...]"
"QA Lead, Advertising Engineering (mountain view)","http://sfbay.craigslist.org/pen/sof/3282833704.html",2012-09-19T20:01:57Z,"To apply for this opening, please follow this link: http://www.mycompas.com/opentv/opentv_careers.aspx?ID=RL53823157 
An exciting career in the Kudelski Group awaits you! 
Be a part of a team creating the digital television experiences of tomorrow. W [...]"
"AUTOMATION TEST ENGINEER (mountain view)","http://sfbay.craigslist.org/sby/sof/3282953209.html",2012-09-19T20:50:21Z,"Please apply on our website below. Do Not reply to this ad. 
This is full time permanent opportunity with a leading software company. 
A fortune 500 company in Bay area needs Automation Test Engineer with 2-4 years of experience. 
Requirements: 
 MI [...]"
"SoundHound is Hiring! QA Engineer (san jose north)","http://sfbay.craigslist.org/sby/sof/3283190576.html",2012-09-19T22:35:26Z,"SoundHound delights millions of users every day with its famously fast music and voice recognition apps, and is winning awards and praise along the way. Our flagship app for iPhone and Android recently won the most competitive category in Billboard's [...]"
"QA Engineer-Walnut Creek (walnut creek)","http://sfbay.craigslist.org/eby/sof/3283373855.html",2012-09-20T00:08:13Z,"Quality Assurance Engineer -- Computer Hardware Analysis 
Voted one of the Top Bay Area Companies to work for, WildPackets has a position open for a QA Engineer at their Walnut Creek office. 
This position requires both software (2/3) and hardware (1 [...]"
"bilingual SW QA testers - Arabic and Hebrew (South Bay)","http://sfbay.craigslist.org/sby/sof/3283634587.html",2012-09-20T02:44:00Z,"Our translation company, Moravia Worldwide, is looking for native speakers of foreign languages with good linguistic background for an on-site assignment in Cupertino, CA on a part-time basis. 
&lt;&gt; Do you have translation experience? 
&lt;&gt; D [...]"
"iOS/QA AUTOMATION ENGINEER WANTED FOR APP W. SOCIAL IMPACT (EVEREST) (pacific heights)","http://sfbay.craigslist.org/sfc/sof/3285068903.html",2012-09-20T19:53:57Z,"Seeking an iOS-focused QA engineer to join a small, talented, test-loving team as we launch and iterate on an iPhone app that helps people set and achieve personal goals. 
Our team has built some of the top-grossing apps in the App Store, written bes [...]"
"QA Selenium Training & Job placement  (santa clara)","http://sfbay.craigslist.org/sby/sof/3285040091.html",2012-09-20T19:42:34Z,"New Batch Starting this Week, Hurry up 
Limited seats, hurry up 
QA/QE/Selenium/Java Training and Placements 
After 100% successful placements from our previous batches, Now commencing its next batch for Java/J2EE. 
WITH 100% Guaranteed PLACEMENTS IN [...]"
"&#9830; Are you Bright w/ White Box QA & Operations Engineering  Exp? &#9830 (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3285257893.html",2012-09-20T21:11:53Z,"As the global leader in online brand protection, MarkMonitor uses a SaaS delivery model to provide advanced technology and expertise that protects the revenues and reputations of the world's leading brands. In the digital world, brands face new risks [...]"
"SQA Lead Engineer  - 2012070 (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3285294876.html",2012-09-20T21:28:04Z,"Apply directly here: http://hire.jobvite.com/j/?cj=owhnWfwQ&s=Craigslist 
Software Quality Assurance team at Financial Engines requires a solid lead engineer having great communication skills with background in web technologies, backend processing, a [...]"
"QA Engineers (san mateo)","http://sfbay.craigslist.org/pen/sof/3285362056.html",2012-09-20T21:58:02Z,"QA Engineer Large enterprise software vendor based out of Silicon Valley is looking for spirited Q/A engineers with an eye for detail. We are looking for people who have a talent for coming up with new ways to test and break software to make the end  [...]"
"QA/Documentation Engineer ++ (mission district)","http://sfbay.craigslist.org/sfc/sof/3285702002.html",2012-09-21T00:56:50Z,"A.N.D. Technologies is looking for a creative and versatile jack-of-many-trades/technologist to join our team. 
Our internationally distributed product Pcounter is an acknowledged industry leader in printer accounting with brand name recognition worl [...]"
"QA Lead & Release Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3286928388.html",2012-09-21T17:21:19Z,"The Collective Digital Studio is building the premier next generation media company, offering premiums online video hits from today's top digital stars. The company is building out a video entertainment platform that enables our millennials audience  [...]"
"Director of Quality (QA/Automation) | TubeMogul, Inc. (SF East Bay) (emeryville)","http://sfbay.craigslist.org/eby/sof/3286906352.html",2012-09-21T17:13:03Z,"Director of Quality (QA/Automation) | TubeMogul, Inc. (SF East Bay) 
We are searching for a Director of Quality to lead our overal quality assurance and software testing efforts. You will be responsible for verifying different aspects of our ad platf [...]"
"Quality Engineer  (fremont / union city / newark)","http://sfbay.craigslist.org/eby/sof/3287098075.html",2012-09-21T18:24:21Z,"Founded in 1979, AMAX (www.amaxit.com) is a trusted leader in Custom Server and Storage Solutions in North America. Headquartered in Fremont, California, AMAX also operates several branch offices throughout North America and world wide. AMAX's expert [...]"
"Video Game Tester (On-call) (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3287584027.html",2012-09-21T21:42:46Z,"=====FOLLOW INSTRUCTIONS TO BE CONSIDERED===== 
Video Game Tester (Contract and on-call-base) 
Pole To Win America, a global leader in game testing service is looking for motivated and enthusiastic individuals to test pre-released video game titles.  [...]"
"Senior/Lead QA Analyst (north beach / telegraph hill)","http://sfbay.craigslist.org/sfc/sof/3287647196.html",2012-09-21T22:11:31Z,"Overview: Viscira is an innovative, fast-growing company dedicated to the development of new-media communication solutions and interactive software applications for the life sciences industry. We provide a suite of programs that incorporate best-in-c [...]"
"QA Automation Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3287676071.html",2012-09-21T22:25:10Z,"Growing, privately held San Francisco company located in San Francisco hiring for 2 QA Automation Engineers to add to the Agile development team. The team operates in a very fast paced start-up like environment, yet has been around for 10+ years and  [...]"
"Quality Assurance Engineer (emeryville)","http://sfbay.craigslist.org/eby/sof/3287741253.html",2012-09-21T22:57:23Z,"Innovative Interfaces creates cutting-edge products that allow libraries to succeed in a modern technology environment and the freedom to implement solutions that best meet their specific needs. An established company with a vision for the future, In [...]"
"*Looking for ROCK STAR Sr Software, Sr Mobile, or QA Engineers* (financial district)","http://sfbay.craigslist.org/sfc/sof/3288043631.html",2012-09-22T01:54:04Z,"Innovative Startup with long range high opportunities 
We're looking for gifted engineers excited to join our existing high-caliber team. If you're one to love a fast paced, creative, and fun collaborative environment while working with a small crew, [...]"
"Quality Assurance Engineer (oakland downtown)","http://sfbay.craigslist.org/eby/sof/3288142077.html",2012-09-22T03:06:52Z,"ReadyTech Corporation (www.readytech.com) is an Oakland-based technology company providing software and services to the enterprise training market since 1992. Our software is used globally by many technology companies to deliver training, sales demos [...]"
"Games Localization QA Manager (Spokane, WA)","http://sfbay.craigslist.org/sfc/sof/3291855885.html",2012-09-23T23:43:19Z,"Looking for a fast-paced job where you will interface with talented people from all over the world? Glyph Language Services is currently seeking a Games Localization QA Manager with strong testing skills to work in-house at our Spokane location. Join [...]"
"Junior QA at Top VC-backed Exciting Startup (financial district)","http://sfbay.craigslist.org/sfc/sof/3292162223.html",2012-09-24T02:47:52Z,"Join one of the web's fastest-growing and most exciting businesses, Minted.com. Minted is a social commerce site, crowd-sourcing graphic designs and art from a global design community and selling those as printed paper products, initially focused on  [...]"
"Sr. Selenium Test  Engineer (campbell)","http://sfbay.craigslist.org/sby/sof/3292211834.html",2012-09-24T03:25:10Z,"Req #: 1946 
Length: 6 months 
Location: Campbell, CA 
SUMMARY OF JOB FUNCTIONS: 
We are looking for an individual that has a passion for testing. Responsibilities include creating test plans, test cases, running full regression via black-box and whi [...]"
"SilverTail Systems Leader in Security- Sr QA Dev Eng (menlo park)","http://sfbay.craigslist.org/pen/sof/3292263258.html",2012-09-24T04:10:18Z,"Consider this. 
Silver Tail Systems was founded by a team of fraud-prevention experts who also built anti-fraud and anti-phishing tools at eBay and PayPal We are leading the way in the rapidly expanding market of Internet Security and behavior based  [...]"
"1st QA Engineer at HotelTonight - Top rated travel booking app (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3292344205.html",2012-09-24T05:40:38Z,"HotelTonight is looking for a talented, driven QA Engineer who: 
Has experience with automation and mobile testing and a desire to automate functional testing on iOS and Android devices 
Wants to grow his or her career and help build out a smart, fun [...]"
"QA Engineer Lead Opening (mountain view)","http://sfbay.craigslist.org/sby/sof/3293127919.html",2012-09-24T16:38:04Z,"QA Engineer Lead Application Process :
Please click here: Apply Here About Remilon :
Remilon is a web media company on a mission to make education accessible to everyone through technology innovation. We are looking for a User Experience and Conversi [...]"
"Senior Software Engineer in Test (SET) - San Francisco or Seattle (financial district)","http://sfbay.craigslist.org/sfc/sof/3293245300.html",2012-09-24T17:19:16Z,"What do AOL, Photobox, TheLadders, iOffer.com and many data-rich organizations have in common? They use Clustrix, a relational distributed database system that takes away the constraints of traditional databases without the pain of a sharding and a r [...]"
"Xoom.com Software Quality Engineer -- Risk Team (financial district)","http://sfbay.craigslist.org/sfc/sof/3293324074.html",2012-09-24T17:47:00Z,"Xoom Corporation is revolutionizing the international money transfer market by providing people with an easy, secure, convenient and cost-effective means of sending money worldwide. 
We are looking for talented software quality engineers to help us s [...]"
"Software QA Lead (santa cruz)","http://sfbay.craigslist.org/scz/sof/3294069296.html",2012-09-24T22:35:20Z,"Seeking a passionate and team-oriented Software Quality Assurance Engineering Lead to work at the technology leader of breakthrough sensor-based solutions and software applications. 
  
The ideal candidate will have 5-10 years of experience as a QA E [...]"
"QA Engineer -- Web and Flash Software Engineer in Test (White Box) (palo alto)","http://sfbay.craigslist.org/pen/sof/3294122992.html",2012-09-24T22:59:20Z,"QA Engineer -- Web and Flash Software Engineer in Test (White Box) 
mSpot is mobile entertainment. We bring music, radio, and movie services to millions of consumers, worldwide. With our newest app, Music Hub, users can stream songs from an extensive [...]"
"QA Engineer -- Android Devices Software Engineer in Test (palo alto)","http://sfbay.craigslist.org/pen/sof/3294120154.html",2012-09-24T22:58:05Z,"QA Engineer -- Android Devices Software Engineer in Test 
mSpot is mobile entertainment. We bring music, radio, and movie services to millions of consumers, worldwide. With our newest app, Music Hub, users can stream songs from an extensive catalog,  [...]"
"QA Engineer II @ one of SF's Best Places to Work (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3294202596.html",2012-09-24T23:36:35Z,"Advent Software, Inc. (NASDAQ:ADVS) , the provider of trusted solutions for 
the world's leading financial professionals since 1983, and in the top 10 &quot;San 
Francisco Best Places to Work&quot;, is seeking a talented and experienced Quality 
Assu [...]"
"Lead QA Engineer  (emeryville)","http://sfbay.craigslist.org/eby/sof/3294595125.html",2012-09-25T03:19:08Z,"In order to bring the best online learning experience to life, the Test & Release Engineer will collaborate with developers, product owners, and management to continuously improve and innovate our learning platform and pipeline. You will be managing  [...]"
"White Box QA Engineer (San Francisco, CA)","http://sfbay.craigslist.org/sfc/sof/3295465585.html",2012-09-25T16:16:39Z,"About Us: Chartboost  provides a mobile gaming platform to leading publishers like Crowdstar, Pocket Gems and TinyCo to help acquire more users  and  make more revenue per user for their mobile game titles.  In less than 1 year we've added 4,000 game [...]"
"Contract QA Tester for Mobile App Dev Firm (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3295678346.html",2012-09-25T17:32:33Z,"Why mFoundry? 
mFoundry is a privately-held mobile software company with locations in Larkspur and San Francisco, California. Our banking platform includes 3-Mode mobile banking for financial institutions of all sizes. Our payments platform empowers  [...]"
"Quality Engineer (entry level) (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3295925969.html",2012-09-25T19:03:10Z,"Excellent entry level opportunity! Trimble Navigation (NASDAQ: TRMB) has a junior level Quality Engineer position available with our Component Technologies division based in Sunnyvale. 
You will work with engineering, component suppliers, and contrac [...]"
"QA Analyst/Engineer- OpenTable (Downtown SF)","http://sfbay.craigslist.org/sfc/sof/3295973287.html",2012-09-25T19:22:42Z,"OpenTable is the leading supplier of reservation, table management and guest management software for restaurants. In addition, the company operates www.opentable.com, the world's most popular website for making restaurant reservations online. With mo [...]"
"QA Automation Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3296476149.html",2012-09-25T22:56:08Z,"Apsalar is looking for a QA Automation Engineer to join our growing team of highly talented individuals. If you have the skills as well as the motivation to work in our fast-paced startup environment, then you might be the right person for us. Report [...]"
"&#9830;&#9830; White Box QA & Operations Engineering  &#9830;&#9830; (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3296452479.html",2012-09-25T22:45:04Z,"As the global leader in online brand protection, MarkMonitor uses a SaaS delivery model to provide advanced technology and expertise that protects the revenues and reputations of the world's leading brands. In the digital world, brands face new risks [...]"
"BA/QA/PM/DA Training (fremont / union city / newark)","http://sfbay.craigslist.org/eby/sof/3296548573.html",2012-09-25T23:31:29Z,"Canvas Infotech, Inc. 
Next BA/basicQA/PM/DA Training Batch Details 
Start Date -- Oct 1st 2012 
Duration -- 5 days a week for a total of 4 weeks 
Timings -- On Mondays , Wednesday & Friday from 9:00 am - 1:00 pm Classes will be conducted from our Fr [...]"
"Senior Software Development Engineer in Test @ Lookout Mobile Security (financial district)","http://sfbay.craigslist.org/sfc/sof/3297134164.html",2012-09-26T06:38:17Z,"About Lookout: 
Lookout is a smartphone security company dedicated to making the mobile experience safe for everyone. We deliver protection from viruses and malware, data backup and recovery, and remote location of lost or stolen phones. Lookout is t [...]"
"Customer Support/Test SW Engineer  (san jose west)","http://sfbay.craigslist.org/sby/sof/3297501513.html",2012-09-26T14:06:57Z,"HiT Software, Inc., a BackOffice Associates LLC Company, based in San Jose, California, is looking for a dynamic, motivated software engineer to provide 2nd level technical support, professional services, and test development for new and existing pro [...]"
"QA Automation Engineer (financial district)","http://sfbay.craigslist.org/sfc/sof/3297533152.html",2012-09-26T14:21:29Z,"Job Title: QA Automation Engineer 
Location: San Francisco office 
Start Date: Immediate 
Who we are 
Granicus is the leading provider of Software as a Service (SaaS) that helps promote government transparency, encourages citizen participation, and i [...]"
"Software QA (san bruno)","http://sfbay.craigslist.org/pen/sof/3297765816.html",2012-09-26T15:54:15Z,"Are you someone who is willing to spend 40 hours a week doing something you're passionate about? So are we! 
As our company continues to grow, so does our CBR family of employees; and we want employees who are truly passionate about their jobs, their [...]"
"QA Engineer - network and storage software (SF or Sunnyvale)","http://sfbay.craigslist.org/sfc/sof/3297850235.html",2012-09-26T16:25:23Z,"QA Engineer/Software Engineer - Network Integration 
We are a unique QA team looking for unique engineers who enjoy working in a 
challenging, diverse, and fun environment. We're looking for a QA 
Engineer/Software Engineer (mid-level and Senior) wit [...]"
"L2-L4: Quality Assurance/Testing Engineer (santa clara)","http://sfbay.craigslist.org/sby/sof/3297909092.html",2012-09-26T16:46:49Z,"In this role, you will work closely and collaboratively with peers within QA and Development teams alike, on all aspects and phases of the software development life cycle. You will be responsible for managing test planning and execution of new and ex [...]"
"Quality Assurance Specialist (financial district)","http://sfbay.craigslist.org/sfc/sof/3297941267.html",2012-09-26T16:58:40Z,"What We Do: 
The Cyber Campus Department at the Academy of Art University produces accredited online art and design courses serving degree seeking students worldwide. Our goal is to offer a rich online educational program that matches the breadth and [...]"
"Lead Software Engineer in Test (oakland downtown)","http://sfbay.craigslist.org/eby/sof/3298569674.html",2012-09-26T20:59:03Z,"Write code instead of clicking buttons. We are reinventing how we approach quality at Ask.com by automating everything possible within our processes. We are looking for a Lead Software Engineer in Test who is passionate about using technology to buil [...]"
"Senior Software Engineer in Test (oakland downtown)","http://sfbay.craigslist.org/eby/sof/3298598445.html",2012-09-26T21:11:03Z,"Summary 
Write code instead of clicking buttons. We are reinventing how we approach quality at Ask.com by automating everything possible within our processes. We are looking for a Senior Software Engineer in Test who is passionate about using technol [...]"
"QA Engineer with Networking Expertise (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3298817933.html",2012-09-26T22:49:26Z,"Originate is a unique venture firm that invests engineering expertise in exchange for equity in new startups. We have developed a new networking product in partnership with one of our portfolio companies and we need a bright QA engineer to work on th [...]"
"QA with fluency in French, Italian, Spanish or German for Mobile Apps (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3300338136.html",2012-09-27T17:31:16Z,"HotelTonight is looking for a Multilingual QA Engineer who: 
Has intermediate to native ability to speak, read and write in English and one or more of the following languages: French, German, Spanish and Italian 
Has experience testing consumer-facin [...]"
"Test Automation Engineer (financial district)","http://sfbay.craigslist.org/sfc/sof/3300488790.html",2012-09-27T18:26:52Z,"VerticalResponse works with the latest version of Rails, test-driven development, paired programming and database sharding. We are actively looking to the very latest technologies to drive our competitive advantage. We provide a start-up working envi [...]"
"Software QA Analyst (Web and Windows) for fun, profitable company (financial district)","http://sfbay.craigslist.org/sfc/sof/3301139908.html",2012-09-27T23:00:59Z,"Tightrope Interactive is looking for a Software QA Analyst with 0-2 years of relevant experience for a full-time position in our downtown San Francisco office. We are a fun, profitable internet marketing company with 40 people seeking more great empl [...]"
"Windows Mobile Broadband Software Test Engineer  (santa clara)","http://sfbay.craigslist.org/sby/sof/3301239851.html",2012-09-27T23:52:28Z,"Windows Mobile Broadband Software Test Engineer 
Job Description 
The Windows tablet team is seeking embedded software engineers who will be responsible for testing WWAN device drivers and software on windows based tablets. 
Engineers on this team ar [...]"
"Senior Quality Engineer (berkeley)","http://sfbay.craigslist.org/eby/sof/3301285378.html",2012-09-28T00:16:51Z,"Newfield Wireless, Inc. is a leading provider of wireless network engineering, optimization, analysis and visualization tools. We are looking for a talented, intelligent, software engineer with excellent skills and a desire to learn and grow professi [...]"
"Hardware QA Engineer (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3302429358.html",2012-09-28T16:16:19Z,"VSS Monitoring network packet brokers (NPB) improve the performance and efficiency of a broad range of network monitoring and security tools by providing the most advanced network-wide visibility, access and processing offload. VSS Monitoring is a wo [...]"
"Software QA Engineer-Automation (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3302426514.html",2012-09-28T16:15:14Z,"VSS Monitoring network packet brokers (NPB) improve the performance and efficiency of a broad range of network monitoring and security tools by providing the most advanced network-wide visibility, access and processing offload. VSS Monitoring is a wo [...]"
"QA Automation Test Engineer (financial district)","http://sfbay.craigslist.org/sfc/sof/3302608292.html",2012-09-28T17:22:26Z,"Peanut Labs is the #1 monetization platform for social networks. We monetize the largest social networks today, such as Facebook, IMVU to name just a few. Our platform processes millions of dollars in transactions daily. We are looking for insanely i [...]"
"OpenDNS is Hiring a Sr. QA Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3302708760.html",2012-09-28T17:59:06Z,"Windows Developer in San Francisco, CA About OpenDNS 
&nbsp; &nbsp; With a long wall of windows that open to let in the cool breeze coming off of the bay, OpenDNS headquarters in San Francisco provides the type of comfortable, creative working enviro [...]"
"QA Engineer -- Web and Flash Software Engineer in Test (White Box) (palo alto)","http://sfbay.craigslist.org/pen/sof/3302775061.html",2012-09-28T18:23:15Z,"QA Engineer -- Web and Flash Software Engineer in Test (White Box) 
mSpot is mobile entertainment. We bring music, radio, and movie services to millions of consumers, worldwide. With our newest app, Music Hub, users can stream songs from an extensive [...]"
"Sr. Test Engineer (sw test tools for hardware) - 1107  (Fremont, California )","http://sfbay.craigslist.org/sby/sof/3302745103.html",2012-09-28T18:12:17Z,"Company: Mentor Graphics 
Job Title: Sr. Test Engineer (sw test tools for hardware) - 1107 
Job Location: US - CA - Fremont 
Job Category: Software Quality Assurance 
Job Duties: 
The Manufacturing Test Engineer is part of the Mentor Operations team  [...]"
"QA Engineer -- Android Devices Software Engineer in Test (palo alto)","http://sfbay.craigslist.org/pen/sof/3302790320.html",2012-09-28T18:28:49Z,"QA Engineer -- Android Devices Software Engineer in Test 
mSpot is mobile entertainment. We bring music, radio, and movie services to millions of consumers, worldwide. With our newest app, Music Hub, users can stream songs from an extensive catalog,  [...]"
"QA Automation Engineer, Big Fish Games (oakland downtown)","http://sfbay.craigslist.org/eby/sof/3303060796.html",2012-09-28T20:13:00Z,"Are you fixated on the idea of validating a social, cross-platform game consisting of multiple tiers of servers and databases? Want to really step your career up to the next level of automated testing in a dynamic, creative and fun environment? We're [...]"
"Software Engineer - Tools and QA (san jose north)","http://sfbay.craigslist.org/sby/sof/3303221374.html",2012-09-28T21:18:47Z,"Job Description 
Sensor Platforms is looking for a talented, self-motivated application developer to join our team! 
The individual we seek must have a passion for developing application and test software, be able to dig into the core code when requi [...]"
"Senior Software Quality Assurance Engineer (san jose south)","http://sfbay.craigslist.org/sby/sof/3303273829.html",2012-09-28T21:41:30Z,"C8 MediSensors is rapidly growing company in the South San Jose area specializing in a revolutionary medical device that measures glucose in the body with light. Headquartered in San Jose, California, C8 MediSensors' breakthrough patent-protected tec [...]"
"Quality Assurance Engineer (emeryville)","http://sfbay.craigslist.org/eby/sof/3303443931.html",2012-09-28T23:02:51Z,"Innovative Interfaces creates cutting-edge products that allow libraries to succeed in a modern technology environment and the freedom to implement solutions that best meet their specific needs. An established company with a vision for the future, In [...]"
"Jr. QA / Customer Support Representative (San Francisco, CA)","http://sfbay.craigslist.org/sfc/sof/3303474941.html",2012-09-28T23:19:11Z,"Jr. QA/Customer Support Founded in 2002 OPSWAT is an industry leader in software management SDKs, interoperability certification and multiple-engine scanning solutions. With both software manageability and multi-scanning products, OPSWAT offers simpl [...]"
"Audio Software Tester (milpitas)","http://sfbay.craigslist.org/sby/sof/3303490301.html",2012-09-28T23:27:08Z,"CETECOM Inc. is a leader in the wireless communications testing industry. Our clients are some of the most well-known and influential companies in this field, both inside and outside Silicon Valley. We focus on emerging technologies such as GSM/GPRS, [...]"
"Software QA Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3303725529.html",2012-09-29T01:46:11Z,"Birdstep Technology was founded by successful entrepreneurs with a passion for quality, cutting edge technology products. We believe in work / life balance and the importance of both hard work and leisure time. We are currently looking for a Software [...]"
"QA Manager (Mobile Games) (Palo Alto, CA)","http://sfbay.craigslist.org/pen/sof/3303771891.html",2012-09-29T02:19:09Z,"Are you excited about leading a Mobile QA team that loves to test games and thrives on being challenged by cutting-edge technology? Then this is the perfect opportunity for you! The QA Manager (Mobile Games) will lead our team of QA testers in test v [...]"
"Test Automation Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3303888771.html",2012-09-29T03:52:26Z,"BitTorrent is the world's largest peer-based technology company. We've created a globally recognized ecosystem of technology protocols, consumer software, and electronics devices that help people find, share and move digital media. Our technologies a [...]"
"Software Developers and QA - C/C++/Linux experience - Infoblox (santa clara)","http://sfbay.craigslist.org/sby/sof/3307126579.html",2012-09-30T19:47:33Z,"Infoblox Engineering Open House -- Santa Clara, CA 
Wednesday, October 3, 2012 
Infoblox Engineering is hiring! Please join us at our open house event on Wednesday, October 3. Software Engineering hiring managers and current developers will be presen [...]"
"SilverTail Systems Leader in Security- Sr QA Dev Eng (menlo park)","http://sfbay.craigslist.org/pen/sof/3308038824.html",2012-10-01T04:50:41Z,"Consider this. 
Silver Tail Systems was founded by a team of fraud-prevention experts who also built anti-fraud and anti-phishing tools at eBay and PayPal We are leading the way in the rapidly expanding market of Internet Security and behavior based  [...]"
"Xoom.com Sr. QA Test Automation Developer (financial district)","http://sfbay.craigslist.org/sfc/sof/3309019999.html",2012-10-01T17:35:24Z,"Full time salaried position with stock and benefits. 
JOB DESCRIPTION 
XOOM Corporation is revolutionizing the international money transfer market by providing people with an easy, convenient, and cost-effective means of sending money worldwide. 
We  [...]"
